Transaction Start Date,Agent,Chat Duration,Teams,Session Name,Chat Closed By,Interactive Chat,Browser,Operating System,Geo,Response Time of Agent,Response time of Visitor,Transaction End Date,Customer Rating,Customer Comment,Transferred Chat,Customer Wait Time,Text
6/8/2018 23:49,Karren,0:00:42,Mobile Service Team,Session:2057187640:2514,Customer,FALSE,c~68.0.3440.85,Android-5.1,Australia,0:00:00,0:00:00,6/8/2018 23:49, , ,FALSE,0:00:01,We have just 1 h 50m in Miami. Are we need to go through custom and/or immigration? Is this enough time for transit?
6/8/2018 23:49,Annika,0:45:49,Sales Team,Session:2057187616:18250,Representative,TRUE,c~68.0.3440.84,Windows-7,Australia,0:00:19,0:00:34,7/8/2018 0:34,8,No question,FALSE,0:00:00,"I  read an article in a magazine with a bunch of fare watching web sites. Anyone use sites like this? If so, what are they?"
6/8/2018 23:49,Aaron,0:40:48,Sales Team,Session:2057187615:23156,Customer,TRUE,Firefox,Windows,Australia,0:01:23,0:01:06,7/8/2018 0:34,0,No question,FALSE,0:00:01,Has anyone had any problems with the seat booking arrangements for the A380 from LON to SIN?
6/8/2018 23:49,Nicole,0:05:51,Sales Team,Session:2057187647:23064,Representative,TRUE,Safari,MacOS,Australia,0:01:00,0:00:27,6/8/2018 23:54, , ,FALSE,0:00:00,Does anyone use this? With what airline? 
6/8/2018 23:49,Abidan,0:17:04,Mobile Service Team,Session:2057187647:23063,Representative,TRUE,c~67.0.3396.87,iOS-11.4,Australia,0:00:25,0:00:33,7/8/2018 0:06, , ,FALSE,0:00:01,how easy it is to upgrade at the airport on BA? 
6/8/2018 23:48,Tugenda,0:20:14,Mobile Service Team,Session:2057187618:23097,Representative,TRUE,c~68.0.3440.84,Windows-10,Australia,0:00:41,0:01:00,7/8/2018 0:09, , ,FALSE,0:00:00,I have been hearing stories of TSA officers confiscating such solution in carry on baggage and The reasoning is that hydrogen peroxide can potentially be used as an explosive. I am wondering what people's experiences are with this?
6/8/2018 23:48,Leonard,0:21:12,Fixed Technical Team,Session:2057187647:23059,System,TRUE,Other,Android 8.0.0,null,0:01:08,0:00:58,7/8/2018 0:13, , ,FALSE,0:00:01,"Can anyone list a specific URL where you can Pre-pay the Vueling baggage fees, Information please on the cost,, weight and dimensions is also needed."
6/8/2018 23:48,Pax,0:03:05,Mobile Service Team,Session:2057187618:23088,Representative,FALSE,Mobile Safari 11.0,iOS-11.3,Philippines,0:00:00,0:00:00,6/8/2018 23:51, , ,FALSE,0:00:01,"is a 757 having seat back screens or is it still using the old Isle drop down screens. since when has a flight 6 hrs possible more with head winds been deemed short haul ,"
6/8/2018 23:48,Paisley,0:31:46,Mobile Service Team,Session:2057187618:23087,Customer,TRUE,mobile_safari~9,iOS-9.3.5,Australia,0:00:31,0:01:12,7/8/2018 0:20,8,Multiple Contacts to Resolve,TRUE,0:00:03,whether airlines still allow booking/ purchasing flights with stopovers (for several days)
6/8/2018 23:48,Saelac,0:03:06,Mobile Service Team,Session:2057187615:23146,Representative,FALSE,Other,MacOS,Belgium,0:00:00,0:00:00,6/8/2018 23:51, , ,FALSE,0:00:01,Where is the best place to look for best routes and prices? 
6/8/2018 23:48,Seb,0:04:10,Sales Team,Session:2057187648:23037,System,TRUE,c~68.0.3440.84,Windows-8.1,Australia,0:00:38,0:00:27,6/8/2018 23:55, , ,FALSE,0:00:01,"If we both book round-trip, can I simply reschedule my return flight for a fee? "
